Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Africa Eastern and Southern,2000,11.58036588,19.95730162,773.9795066,71.50419283,13.08630141,0.00071964,4.681261001,2.016792307,0.4681261,1301000000,727.1055914,46.94725174,3.353760228,709.0610101,8900000,14571611,401600588,550928000,65.44952389,936733.6423,357967.5107,61.79697037,219.5277305,73.52170477,6.121018413,76654906171,9.763503103,3.60226234,115551653,0.45840201059999997,1.553443521,0.118004053
Africa Eastern and Southern,2001,11.90794253,19.97536468,737.4134626,71.15746309,14.54724793,0.000705441,3.780810091,1.780885358,0.490281372,1390000000,732.364434,47.43574595,3.627244087,630.198869,8900000,14571611,412001885,199460000,65.87869899,975817.7601,395061.5236,62.51264954,218.5902492,72.93905389,1.976992665,69758416719,9.818519595,3.655377392,119775502,0.45840201059999997,4.822046509,-1.488836529
Africa Eastern and Southern,2002,12.2851752,21.57650001,762.543066,70.65712466,15.06284254,0.001343068,4.02618187,1.600265432,0.409635717,1220000000,720.0369481,46.19521812,3.901575595,630.4790824,8900000,14571611,422741118,1399180000,65.15211532,1022654.885,406488.1623,62.88304901,211.4827927,72.25873316,4.271120056,73267612410,9.908930996,3.716957913,124227507,0.528556013,2.487862218,-0.104441644
Africa Eastern and Southern,2003,12.6076412,22.52926483,768.2350392,71.55464699,13.9286953,0.000964101,4.069472304,1.68171433,0.521900262,1624000000,733.7822339,47.27177854,3.101958198,816.4376622,500030000,14571611,433807484,1299998000,64.72959729,1062715.693,428637.7792,63.53424835,214.2970455,73.23732542,1.848180282,94697499547,9.890158616,3.70808214,128833965,0.594806944,2.478118268,0.24963215
Africa Eastern and Southern,2004,12.99058937,23.74953137,771.9625006,71.04659452,13.89548181,0.112368989,4.092129528,2.028459269,0.582359174,1902000000,751.434195,48.86205833,5.507830267,989.2208448,8900000,14720190.92,445281555,732880000,63.77519475,1105457.223,459742.3344,64.81861115,212.8546586,73.18742277,6.690177783,1.1915E+11,9.93981141,3.736204967,133647466,0.626331316,1.859474113,0.497308842
Africa Eastern and Southern,2005,13.39440406,23.49301278,775.3353596,70.73980078,14.63033508,0.347646762,3.396172049,2.082271785,0.561166833,1866000000,742.7871137,48.60696669,6.11215492,1124.220303,8900000,14720236.09,457153837,482556000,63.24390961,1132622.366,460840.9102,63.14611053,202.7550746,73.16971933,8.07015201,1.43917E+11,9.893190435,3.814603563,138745587,0.627721796,2.057838843,0.267263776
Africa Eastern and Southern,2006,13.83525455,25.19122064,783.748463,70.09303647,15.54926324,0.390701015,2.903757138,2.24949947,0.571135954,1972000000,736.8856407,48.24439321,6.558305779,1230.194793,8900000,14720228.25,469508516,1128800000,62.90422055,1133480.605,467829.2222,61.25045013,193.5509499,72.73323696,8.041373224,1.62203E+11,9.935013861,3.806357459,144026740,0.45840201059999997,1.267837466,1.207712608
Africa Eastern and Southern,2007,14.25711979,26.80793711,790.6646844,69.90798008,15.24418488,0.342158963,3.153267904,2.560340971,0.549460485,1972000000,749.8769833,49.55117156,6.577085836,1374.086248,8900000,14720274.67,482406426,1434046000,61.64290919,1197721.01,488797.6487,61.97698975,189.3969389,72.81048002,8.696708496,1.93927E+11,9.943313451,3.61360814,149231302,0.661804216,2.473181444,0.652773599
Africa Eastern and Southern,2008,14.68720331,25.94331608,754.2110339,69.11001635,15.22148887,0.419139582,3.672837683,2.71593411,0.617976688,2188000000,773.6424968,50.8885624,4.312488826,1433.258304,8900000,14720236.89,495748900,2524544000,62.02936947,1257408.972,522352.2523,62.43222046,192.3787584,72.24509005,2.76607984,2.18218E+11,9.585211486,4.122775797,155383774,0.45840201059999997,3.233404733,0.096187995
Africa Eastern and Southern,2009,15.12411246,26.19389521,717.7699654,67.47753733,16.50146219,0.594858761,3.665910151,2.812554055,0.705070803,2463000000,759.7394135,49.88287297,0.663960953,1417.130587,8900000,14720269.28,509410477,1434046000,61.42042071,1239747.206,504690.3711,63.04637146,193.0874458,70.88495015,-2.422079179,1.92581E+11,9.541508904,4.113937276,161776165,0.45840201059999997,2.601695571,0.273332737
Africa Eastern and Southern,2010,15.54521368,27.40011023,734.3057708,67.30660928,17.79754291,0.669259322,3.306397931,1.94191782,0.735666025,2692000000,749.1356994,49.03532859,5.158675971,1649.639146,8900000,14720957.06,523459657,2044802000,63.09983684,1296316.123,532614.1402,63.66257858,185.656104,69.91778642,6.074887067,2.3682E+11,9.61625955,4.129107029,168456076,0.587086245,1.636020109,0.401614974
Africa Eastern and Southern,2011,16.02867718,28.91434832,734.8228075,66.52821975,17.90911011,0.716343021,3.608978907,2.256480517,0.738260979,2762000000,743.4141883,48.30386239,3.706906333,1799.623009,8900000,14721207.05,537792950,3097368000,63.12465243,1299170.768,525337.8893,65.8645401,182.1415934,69.50104329,2.997365487,2.75469E+11,9.768435224,4.131388529,175415651,0.45840201059999997,1.838492283,0.305667489
Africa Eastern and Southern,2012,16.44749871,31.66692787,697.6579894,66.18081849,18.06179966,0.795824362,3.212862016,2.80379593,0.821894934,3058000000,722.2504827,47.57241299,0.845015615,1765.250073,8900000,14845137.14,552530654,3097368000,61.71839676,1308707.977,546775.865,67.39182281,181.9502523,69.78043878,-0.601271074,2.74837E+11,9.868491644,4.072096167,182558745,0.45840201059999997,2.529338914,0.527122468
Africa Eastern and Southern,2013,16.91462501,31.69518347,691.9580898,64.48996758,18.69779864,0.862889833,3.732574052,3.122914998,0.97085029,3669000000,719.0057426,46.89518023,4.219599036,1736.222507,8900000,14845099.33,567892149,3048220000,61.08268528,1331479.401,568547.519,68.44510651,178.5102607,68.47577241,2.863727782,2.73211E+11,9.977197053,4.13567315,190108778,0.45840201059999997,2.186076109,1.15575703
Africa Eastern and Southern,2014,17.39234918,31.85925734,680.1499426,62.32286735,19.69513897,1.090569723,3.58003778,3.193329335,1.995052227,7687000000,734.2182972,49.30429209,3.994681915,1724.534381,8900000,14845052.47,583651101,3163220000,61.49957684,1358902.155,591680.972,68.82797241,176.3439482,66.60676641,4.226679007,2.716E+11,10.17900509,4.189535635,198073453,0.45840201059999997,2.752528273,1.055058324
Africa Eastern and Southern,2015,17.89200458,33.90351465,1607.64446,61.22450253,19.5414253,1.372857743,0.889182404,3.330766475,2.818459921,10926000000,801.2295449,0,2.974101283,1545.559084,8900000,14845106.13,600008424,2199146000,62.12833789,1356434.329,576265.992,69.28249359,58.237320954000005,65.92812675,2.89318399,2.304E+11,10.40071908,4.282729397,206556403,0.45840201059999997,3.108873057,0.799475402
Africa Eastern and Southern,2016,18.35999256,38.85144389,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.22452441,1436.094404,80200000,14845113.97,616377605,3017902000,62.45768836,1370883.206,580219.242,70.05960083,226.877345,55.24210523199999,1.987343186,2.16668E+11,10.53029001,4.128188658,215083441,0.47013200940000005,1.890702632,0.871600133
Africa Eastern and Southern,2017,18.79515119,40.19733187,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.546973273,1613.668488,80200000,14845102.05,632746570,746154000,61.89113188,1386782.253,590905.482,69.99945068,226.877345,55.24210523199999,2.586761355,2.50664E+11,10.68189212,4.021131501,223732229,0.47013200940000005,0.990503696,1.336496211
Africa Eastern and Southern,2018,19.29517592,43.02833222,612.2137311,2.786346042,36.99642257,21.603925768000003,0.7109897923999999,30.851833422000006,0.000782548,2200000,846.7468757,48.571332139999996,2.513983566,1550.111762,80200000,14845117.14,649757148,3163220000,62.2426314,1399770.837,598720.9575,70.42024994,226.87734496000002,55.24210523199999,2.738981042,2.70359E+11,10.77592294,4.107632611,232922327,0.8943819982000001,1.345126006,0.537320132
Africa Eastern and Southern,2019,19.78815582,44.38977283,621.2640995,2.8432705514000003,37.46213824,22.366290052000004,0.7217845850000001,29.217354569999998,0.000513111,1600000,848.560959,48.53348567,2.087765413,1499.954437,80200000,14845129.4,667242986,3163220000,63.3870897,1430850.662,610723.5,71.5740509,219.44586420000002,54.42691517,1.747379223,2.64528E+11,10.77762067,4.090983086,242451140,0.47013200940000005,1.502827164,0.220490013
Africa Eastern and Southern,2020,20.27959879,46.26862057,633.8245629,2.664993028,38.19383474,22.74694961,0.729153251,27.752202907999997,0.042360044799999996,151200000,846.684571,48.34354363,-2.888680575,1353.927527,80200000,14845090.09,685112979,1437234000,66.1234487,1389908.12,544952.503,71.88990784,210.2817627,53.16414555,-4.857427505,2.36121E+11,10.74932222,4.068589242,252315481,0.563209259,1.39868304,-0.234341246
Africa Western and Central,2000,4.804412775,34.13797075,115.9705296,0.358191418,49.46490822,32.79441429,0,5.282660101,0.159196186,60000000,544.713408,20.85686294,3.73268737,522.7727721,68220000,9045780,269611898,427600000,83.27330481,593150.7346,140653.453,47.38473129,184.2245075,38.43526581,5.144116501,45162762167,10.59308709,4.145189491,95272890,0.24080599979999998,1.816368806,0.748849908
Africa Western and Central,2001,4.935729952,35.23269081,118.1559735,0.337248556,47.95724796,32.56461986,0,5.541950145,0.176174619,70000000,551.7317704,21.99654048,5.205159856,535.8979172,68220000,9045780,277160097,567882000,82.12037223,594930.5515,147879.42,48.75516891,183.5493246,38.44381856,4.683360351,41681420812,10.66707371,4.567985709,99624942,0.24080599979999998,2.170840326,-0.259982278
Africa Western and Central,2002,5.170610096,35.72292588,132.5799801,0.308242693,42.64095774,37.09043372,0,4.619329311,0.168132378,78000000,555.3548229,22.23309518,9.920820632,621.8625046,68220000,9045780,284952322,446200000,81.86492539,581223.1395,138656.59,49.42502975,172.8914,42.01800572,2.463057925,44803309611,10.74367346,4.556128123,104163982,0.24080599979999998,2.487861422,-0.010565995
Africa Western and Central,2003,5.327995837,39.82458858,122.647806,0.338242021,42.04485452,37.57228941,0,4.975357303,0.150837658,66000000,564.633169,23.28590336,5.535666518,700.4433841,448770000,9045780,292977949,833126000,80.81459057,620126.5104,148185.467,49.50099182,171.3801223,42.88588874,9.082008833,56078211290,10.83351235,4.555917419,108909607,0.24080599979999998,2.564228009,0.078058464
Africa Western and Central,2004,5.556741401,37.49305796,137.33014,0.308601201,41.66116219,40.86848067,0,4.955772234,0.326754213,162000000,571.0223182,22.57797875,7.999780311,843.9898144,68220000,9045780,301265247,1079360000,80.87577047,628678.0686,149751.265,51.55960846,163.0759285,46.13285411,2.324070552,74135349431,10.96810772,4.559349847,113875177,0.24080599979999998,1.830276429,0.016244612
Africa Western and Central,2005,5.779938007,37.79216332,143.5521397,0.315286455,40.13915848,40.64202042,0,5.928582643,0.353200649,177000000,577.4778488,22.67614909,5.827778856,1003.436618,146020000,9045780,309824829,290600000,81.05681649,651416.4673,152041.539,51.61544037,160.577849,46.88588952,2.168435151,91917593070,10.89864682,4.570264686,119079574,0.305669997,2.984380976,0.320902793
Africa Western and Central,2006,5.999821828,39.81881926,143.1173431,0.316650589,35.88580263,40.43457366,0,6.384206777,1.568084052,827000000,570.6585176,21.33475188,5.37503209,1245.822948,8900000,9045780,318601484,965540000,81.98014679,643168.7968,144266.808,57.53918839,154.8405007,47.13543103,-1.011250343,1.11285E+11,10.83148439,4.55801765,124507242,0.45840201059999997,2.318435054,0.218109959
Africa Western and Central,2007,6.275540932,40.76434547,156.3012098,0.295584356,33.07238913,41.59571961,0,8.109123459,0.493937016,254000000,575.1899973,20.67407703,5.527124995,1420.840336,68220000,9045780,327612838,1378640000,82.48645934,636457.7824,139839.036,50.26028061,151.9172765,50.00042743,-0.625405056,1.25087E+11,10.76748229,4.518461665,130133054,0.151699396,2.79936888,0.231883985
Africa Western and Central,2008,6.554662649,41.74115187,152.3817418,0.334304582,37.94260388,39.21605312,0,7.787557607,0.490828693,254000000,577.8968984,21.40878212,6.280311226,1685.37117,68220000,9045780,336893835,1619614000,81.61058984,647346.3043,147214.73,49.80102921,151.1271181,47.33791531,0.226801171,1.58774E+11,10.73694777,4.48702372,135972155,0.5221820100000001,2.873845972,0.16022537
Africa Western and Central,2009,6.834349334,41.87104254,150.6239014,0.366478323,37.38078897,39.39252105,0,8.308141563,0.415212143,213000000,563.7363317,19.98877361,6.284468326,1467.241236,288784000,9045780,346475221,1332860000,82.81863034,637877.4404,141983.85,50.88328934,142.1786426,48.06714093,3.067269241,1.24373E+11,10.76137686,4.477331407,142060079,0.425647999,3.572202431,0.268971148
Africa Western and Central,2010,7.159655965,41.83930899,162.6672696,0.333267692,34.53115241,44.03918066,0,7.13225857,0.366264493,222000000,588.1141271,21.9468786,6.970999259,1679.646727,68220000,9045780,356337762,1250414000,80.93951372,681727.0598,159573.957,51.34383011,142.058202,51.50470693,3.441505904,1.628E+11,10.77761322,4.466047073,148404549,0.24080599979999998,3.153490939,0.627240087
Africa Western and Central,2011,7.571051432,45.91103595,172.5106038,0.400330768,33.92450026,47.07575847,0,6.632931353,0.343813483,219000000,600.9520392,22.61050613,4.852866078,1860.943928,68220000,9045780,366489204,1994054000,79.57691267,700647.917,165498.4949,51.95272827,142.1731308,54.1090206,8.272721652,2.0591E+11,10.75187517,4.432145136,154982054,0.624168013,3.592458697,0.370593366
Africa Western and Central,2012,8.00596463,44.05369963,182.7221635,0.378718061,31.74373037,46.7060758,0,6.946643484,0.292239133,196000000,614.840128,23.05394242,5.137565864,1957.519614,68220000,9045780,376797999,2524544000,78.88687644,711773.6619,170350.67,52.60353851,142.1748759,54.03143734,3.409235949,2.18288E+11,11.12731591,4.362969664,161743874,0.24080599979999998,2.83527464,0.63036656
Africa Western and Central,2013,8.544574432,47.0519898,178.4224043,0.337532287,30.79267012,46.82545378,0,6.893667905,0.317509186,222000000,612.8216982,23.08163489,6.109740527,2153.766138,68220000,9045780,387204553,2044802000,77.13794122,738287.61,186486.66,53.14498901,136.5976376,54.05665397,2.819863666,2.38875E+11,11.52409147,4.265730645,168643432,0.24080599979999998,2.297211835,0.402452162
Africa Western and Central,2014,9.177719048,47.64740547,183.4402065,0.336352973,30.49645683,48.29184409,0,7.425638717,0.317288432,233000000,602.378095,23.47127803,5.929462716,2247.857492,68220000,9045780,397855507,1373402000,76.13580249,758995.1905,196343.63,54.1866188,129.9844241,56.05383578,5.245562467,2.43511E+11,11.95767233,4.227751366,175773257,0.24080599979999998,1.855933237,0.459927817
Africa Western and Central,2015,9.921908091,46.75894823,623.4805948,0.296089576,27.11430244,52.69188658,0.711448345,7.820248213,0.375136114,280000000,836.7540811000001,48.26531368,2.7500419,1880.750778,404524000,9045780,408690375,422734000,76.68916006,768884.6262,194363.64,54.97917938,209.24807,60.80822437,-0.915277254,1.76153E+11,12.26907917,4.178107708,183117253,0.7829600167999999,2.035162923,0.386679764
Africa Western and Central,2016,10.82502717,50.90310823,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.710989792,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,0.125435032,1646.972399,80200000,9045780,419778384,2753340000,76.2833831,799141.7529,201399.22,55.56496811,226.877345,55.24210523199999,-4.961582523,1.4811E+11,12.19038967,4.132519943,190684610,0.589340006,2.015877829,0.368962946
Africa Western and Central,2017,11.89396658,48.78764024,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.313218649,1588.581005,117160000,9045780,431138704,642974000,76.4130815,808226.5011,200550.9,56.60425186,226.877345,55.24210523199999,3.480550013,1.66332E+11,12.32273316,4.095452695,198494008,0.4423960102000001,2.578836755,0.180737622
Africa Western and Central,2018,13.04892429,51.21286273,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.710989792,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.813142214,1732.816544,80200000,9045780,442646825,565506000,75.96002981,834128.6854,210618.89,59.61927032,226.877345,55.24210523199999,3.107585174,2.03612E+11,12.37757876,4.029438511,206492202,0.4423960102000001,2.019859119,0.054809044
Africa Western and Central,2019,14.29409544,51.16081703,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.710989792,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,3.212407147,1810.538006,80200000,9045780,454306063,2199146000,75.32892838,862224.5886,222990.35,60.17866135,226.877345,55.24210523199999,3.976105709,2.2559E+11,12.47307262,3.967222452,214684207,0.4423960102000001,1.513939841,0.226925296
Africa Western and Central,2020,15.5354014,51.73438797,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,-0.927799549,1686.997899,3970860000,9045773,466189102,3970860000,76.10281869,868687.3899,215915.61,60.23498917,226.877345,55.24210523199999,-3.106662095,2.13463E+11,12.74655171,3.923804232,223107995,0.4423960102000001,1.367303969,0.164036645
Arab World,2000,74.99872508,81.10885149,1491.965863,1.916437535,4.37400738,50.91204071,0,34.40706883,0.049531062,227000000,1272.863357,94.99382528,6.567083352,2857.132721,68220000,13611431,287065982,2444500000,6.672581764,1595174.281,933988.54,63.56547928,104.8002489,87.23554707,-5.187793384,4.02703E+11,21.68121742,2.761375146,152305719,0.49100600920000004,0.468964246,0.299821523
Arab World,2001,76.63851276,81.93622292,1552.438738,2.392999112,4.481296387,54.8455083,0,31.88945281,0.094371217,459000000,1337.705352,95.19902384,1.7448028,2735.425402,48802000,13611431,293512340,3195922000,6.516335164,1640455.503,985508.25,64.73937988,110.7044466,89.12796022,0.891287475,3.72283E+11,21.66881015,2.738568865,156476716,0.6385320184000001,1.11022964,-0.094793839
Arab World,2002,78.08422199,81.90401869,1618.80747,2.226945128,3.638291181,55.395961,0,33.08126311,0.084305642,436000000,1373.016368,94.78076732,0.71460848,2693.037779,8900000,13611431,300018650,3554952000,6.360584005,1679138.397,1019038.88,65.89008331,115.5067633,90.70416925,-2.478148766,3.73963E+11,21.42988063,2.704920648,160709287,0.45840201059999997,0.763564863,0.393558458
Arab World,2003,79.31725582,82.88821871,1688.369214,2.159407981,3.797294403,56.60126047,0,32.49715141,0.112647187,613000000,1364.85886,95.19202299,4.89602246,2915.513683,8900000,13611251,306573087,1880828000,6.463016794,1733860.31,1049960.51,68.51374054,111.7122235,91.25781987,4.253092045,4.18526E+11,21.26146429,2.687773109,165028788,0.45840201059999997,1.635658317,-0.201084892
Arab World,2004,80.41259463,82.8302878,1735.715814,2.170472796,3.745751639,57.71838322,0,31.52360777,0.134365078,775000000,1413.727791,95.19132121,8.830148931,3392.620162,8900000,13611241,313249616,2460482000,6.771387699,1808842.049,1106497.6,69.44387817,109.4735676,91.41246379,8.422399809,5.20161E+11,21.6277182,2.681487305,169454014,0.45840201059999997,2.01481054,0.775767007
Arab World,2005,81.43646335,83.5904598,1808.906369,2.030276316,4.307738893,60.3319468,0,27.40801263,0.128855806,808000000,1467.576877,95.17014527,5.505286674,4069.149413,8900000,13611251,320558754,1979014000,6.41614597,1907632.579,1182132.3,69.02809143,109.6421445,89.77023574,4.136914382,6.87582E+11,22.24549677,2.975946029,174496874,0.45840201059999997,3.534083244,0.89502801
Arab World,2006,82.36431321,85.81586844,1904.01982,1.934513882,3.95689206,61.24666153,0,26.4267611,0.126848453,846000000,1531.096626,95.44927661,6.102502409,4701.931138,8900000,13611311,328703057,3690410000,6.204323799,1984733.649,1245032.15,67.94542694,111.0166316,89.60793652,5.802684205,8.36174E+11,22.64957093,3.292407977,180242023,0.45840201059999997,4.496589818,1.479059678
Arab World,2007,83.15356134,84.15250124,1953.209551,1.756573996,3.949859051,61.03435409,0,26.87909331,0.164418823,1166000000,1557.63403,96.12584384,4.558299768,5327.234547,8900000,13611331,337498222,4860516000,5.610333675,2045283.071,1296134.5,68.43212891,110.9841355,89.6700214,2.221755598,9.49399E+11,23.14601209,3.210059954,186027900,0.45840201059999997,4.551149118,2.083573422
Arab World,2008,83.85274424,83.83835947,2013.223863,1.528248746,3.168147976,61.40855188,0,27.07668361,0.165379002,1262000000,1635.939079,96.46673111,5.548394024,6528.650292,8900000,13611341,346630443,4652918000,5.146764842,2166799.311,1400755.46,69.43845367,113.2273417,90.01348423,5.289608893,1.25132E+12,23.86607152,3.525021784,192585424,0.45840201059999997,3.924229534,1.949031611
Arab World,2009,84.52017508,84.73583825,2065.782064,1.355180808,3.096094752,60.89905352,0,24.25927091,0.203470487,1631000000,1677.457251,96.21598654,0.388871582,5585.45611,8900000,13608831,355754908,2587716000,5.051839928,2207438.474,1447553.6,68.10904694,119.1326324,86.51350524,-2.390597492,9.24392E+11,24.20953218,3.440441059,199211212,0.45840201059999997,3.858437216,0.957087291
Arab World,2010,84.99548885,87.482231,2237.153327,1.231210908,3.535114037,61.54422897,0,22.76981013,0.28497105,2515000000,1735.212837,95.89111881,4.728855464,6406.313817,8900000,13608823,364427661,5762608000,4.825768852,2312532.759,1533676.6,69.06881714,121.0893163,85.54525001,5.225769787,1.14368E+12,24.86139382,3.13969527,205465837,0.45840201059999997,2.998381612,0.933836462
Arab World,2011,85.54506142,87.71956908,2275.266995,1.281668085,3.237696166,61.56341588,0,22.89048884,0.281047347,2561000000,1703.940997,94.96438725,3.512586792,6864.434184,8900000,13608828,372351065,9157870000,4.672720691,2341738.994,1567405.8,70.86891937,118.0947926,85.73557281,3.601527569,1.37304E+12,24.32830728,2.640995252,210892180,0.560061565,1.754231566,1.302440637
Arab World,2012,86.02447647,87.40250163,2315.981354,1.231329014,3.198796695,61.11643815,0,24.09400139,0.252995739,2436000000,1802.870054,95.01932949,5.142063406,7365.456849,8900000,13100831,380383408,10471290000,4.449686682,2505861.686,1674146.7,74.35066223,122.3165219,86.44176856,6.014884396,1.52398E+12,24.39483412,2.565236416,216302063,0.45840201059999997,1.814529982,0.800772552
Arab World,2013,86.40648705,89.34070478,2369.437907,1.205524645,3.378876141,62.81454807,0,22.73290792,0.354141654,3534000000,1759.610567,96.22709585,2.618809549,7348.84955,8900000,13100639,389131555,12211601200,4.484017769,2532017.582,1706820.79,73.92195129,119.1049854,86.75298063,0.308499199,1.49556E+12,24.18505687,2.864270878,222497540,0.45840201059999997,1.4536518,1.566897028
Arab World,2014,86.70571737,88.83227593,2440.349651,1.479463753,2.824991983,61.37707551,0,23.08517154,0.41686496,4457000000,1916.305778,95.47834279,2.430327868,7302.25035,8900000,13100520,397922915,10345408000,4.35892993,2591474.945,1766583.07,76.12545013,121.5520265,85.9417108,0.679295125,1.44421E+12,24.31082479,2.848133961,228834568,0.45840201059999997,1.076291988,1.441644735
Arab World,2015,86.94277798,89.05385159,643.6856004,1.51388235,2.42992581,63.8473003,0,20.4380752,0.452669665,5117000000,801.2295449,29.89235782,3.448878174,6283.256026,8900000,13100528,406501999,8376436000,4.223495009,2650881.335,1809147.15,73.55156708,70.93444709,85.79925786,4.012190741,1.03026E+12,24.4112865,2.75797536,235145769,0.45840201059999997,1.005147059,1.527209591
Arab World,2016,87.22870518,89.53901606,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,3.688725251,6113.397738,80200000,13100529,415077960,6207642000,4.287914859,2702527.723,1827587.97,74.92640686,226.877345,55.24210523199999,4.089625332,9.61623E+11,24.80890624,2.598836894,241256824,0.4423960102000001,1.290421765,1.707990952
Arab World,2017,87.39085552,90.66275374,612.2137311,7.773206814,32.70356082,24.877874390000002,0.5753701341999999,24.97289393,0.5069033378000001,10903200000,846.7468757,56.5675473,1.218687607,6224.52297,80200000,13100530,423664839,9113346000,4.375673006,2746774.252,1843231.7,75.8427124,226.877345,57.62397513,-0.442317662,1.0628E+12,25.08995426,2.504305122,247298631,0.58813402,1.149833628,1.414437343
Arab World,2018,87.61786211,89.17693883,612.2137311,2.786346042,36.99642257399999,21.60392577,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.447794694,6573.81697,80200000,13100528,432545676,5822434000,4.52639402,2756539.763,1826351.9,72.94586182,226.877345,55.24210523199999,1.95952978,1.27761E+12,25.04677158,2.547957898,253599696,0.44239601019999997,1.214770748,1.610570741
Arab World,2019,87.79873981,90.35280229,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,1.377703184,6498.529037,80200000,13100544,441467739,7305515200,4.732307136,2796418.035,1845846.37,73.18887329,226.877345,55.24210523199999,-0.021623358,1.22851E+12,24.85851591,2.505270748,259953055,0.4423960102000001,1.384676834,1.593948814
Arab World,2020,87.94826443,90.63505001,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,-5.072595121,5639.398735,439320000,13100549,449228296,3382964000,5.138584984,2682355.871,1765052.9,73.58918762,226.877345,55.24210523199999,-6.191983501,9.33865E+11,24.55435006,2.110092532,265438305,0.718565669,1.48414645,1.210061291
Caribbean small states,2000,79.26526677,86.85892456,2751.273566,0.844183717,22.320578563399998,43.507816229999996,21.44816188,18.16202878,0.634550231,225000000,3229.008823,94.64854451,3.765540816,5246.596267,8900000,404850,6582141,182300000,10.47085062,43991.95335,28485.22,88.05062866,271.9010156,62.51402872800001,6.894693345,8519346926,20.65334416,0.99108951,3317222,0.185091996,4.946854584,0.660951896
Caribbean small states,2001,80.49913823,89.41669673,2792.850554,0.844183717,22.320578563399998,43.507816229999996,21.44816188,18.16202878,0.634550231,199000000,3479.499551,95.62352157,2.042887023,5368.469898,8900000,404850,6626803,226200000,9.72910647,46030.13502,30033.96,88.41893005,286.7066906,62.51402872799999,1.838612182,8424576836,20.97047915,0.827077597,3344658,0.185091996,5.728740023,0.926547147
Caribbean small states,2002,81.65403623,89.19344872,2848.071173,0,28.208358438000005,39.35758362400001,31.98364127,0.330147698,0.12026896539999998,88000000,3570.526537,96.39054312,3.588075302,5594.321499,8900000,404850,6671842,182300000,10.0844905,47403.46341,30811.46,88.6944809,283.1706688,39.687731322000005,4.421616389,8584398012,20.99873923,0.746772914,3369635,0.21042599680000001,5.7185452,0.574217216
Caribbean small states,2003,82.64405869,89.25259971,3074.292064,0,34.2080781,25.21709543,40.51397056,0,0.060855904,75000000,3901.960693,96.79430727,5.612006449,5938.534367,8900000,404850,6716747,650540000,9.513926879,52553.43229,34223.46,88.95674133,286.7627881,25.21709543,14.56057668,10588152560,20.9886965,0.706486014,3393441,0.185091996,5.84125668,1.059467972
Caribbean small states,2004,83.68587146,89.72036839,3048.65681,0,31.349195458000004,29.69592036,38.900960680000004,0,0.053923495,126000000,3036.853002,86.56211106,3.94242364,6453.146297,8900000,404850,6760372,171470000,8.873358349,53712.35285,35110.06,89.2070694,209.8944381,29.69592036,5.47986908,12386725247,21.85764192,0.674654429,3416335,0.185091996,5.806511106,0.631657575
