Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Caribbean small states,2005,84.5750206,89.73727066,3204.185388,7.537772905999999,30.928868386000005,27.92289987,32.25822194,1.307390153,0.044846746,144000000,3341.394028,87.54199013,3.608366507,7248.425703,8900000,404850,6802474,281118000,7.735623286,55723.38138,36627.06,89.50833893,224.6543413,36.768062928000006,8.152053547,15356417051,21.96333352,0.628334165,3437801,0.325602001,6.661209782,1.495200484
Caribbean small states,2006,85.51317481,90.76740593,3235.190152,5.0131371520000005,25.173019317800005,30.586403226000005,37.961796336000006,1.182067096,0.067535714,174000000,3660.543706,88.48887803,6.784940449,8192.985214,8900000,404850,6844183,246640000,7.653012318,60531.30352,40350.77,89.68746185,231.8032854,36.781607476000005,8.87466242,18225519418,21.94013789,0.625079811,3459290,0.185091996,6.686658661,1.477446091
Caribbean small states,2007,86.1909603,91.74084471,3071.286087,0,31.65429784,36.494611502000005,23.326469350000004,8.173992631,0.3294222,157000000,3808.077325,88.89179662,3.361217858,9053.247567,8900000,404850,6884705,244652000,7.436501465,61645.77461,41066.58,90.27494049,234.4068656,44.668604134000006,1.468677945,20279232550,22.27135201,0.607205525,3480295,0.185091996,6.319310956,1.011548086
Caribbean small states,2008,87.00884574,92.95766839,2652.586806,0,31.349195458000004,29.69592036,38.900960680000004,0,0.053923495,122000000,4892.186134,97.01075123,1.201884096,10222.72794,8900000,404850,6923924,79846000,7.881374269,59636.72571,38498.49,90.52310181,297.184333,29.69592036,2.900462765,25797495523,22.2820001,0.588771929,3500786,0.185091996,9.349173205,1.773506827
Caribbean small states,2009,87.66245992,92.25986478,2691.495094,16.21207544,37.503983459400004,17.10510941,6.858681022000001,21.38163333,0.938517328,203000000,4801.881559,96.79487151,-3.536675444,8592.549104,8900000,404850,6964240,303132000,8.351082209,57525.79832,35974.17,90.73297882,303.8817279,54.69881819,-4.947815763,17385311981,21.30393468,0.607463581,3522052,0.185091996,5.024461782,0.618592038
Caribbean small states,2010,88.27839234,93.49443679,2817.533823,14.30223707,26.7891811,23.41453591,21.44816188,13.490470949999999,0.5554130822000001,180000000,5001.355998,97.33297609,1.283448665,9271.138079,8900000,404850,7004428,222472000,8.058438548,60386.34819,38301.47,90.80419922,312.6425562,51.207243928000004,-0.201925721,19624973435,20.78087111,0.614670084,3543701,0.185091996,3.984442928,0.799955658
Caribbean small states,2011,88.66535579,92.9933826,2905.474071,5.420412944000001,18.045433295800002,47.5372385,27.89888673400001,0.9524088446000001,0.12629034960000002,229000000,4936.992816,97.17518204,1.053658855,9947.61599,8900000,404850,7044357,189000000,9.126793413,62088.33898,39660.78,90.85920715,306.6704132,53.91006029,-0.357747849,22691176566,20.33408694,0.650675664,3566759,0.185091996,3.198151574,1.911800468
Caribbean small states,2012,89.12994567,94.48451965,2871.761608,3.1147737758000003,37.92820916,22.50064927,21.44816188,14.535638248000001,0.47256765959999997,284000000,4801.021417,96.93591366,3.187895454,10416.84121,8900000,404850,7088996,305460000,8.90572291,61907.25008,39118.25,90.73217773,289.9696645,40.151061289999994,-1.070628762,21631749007,20.03630318,0.77367156,3594354,0.185091996,0.910483777,0.680783972
Caribbean small states,2013,89.3815677,94.98357795,2962.448237,3.1147737758000003,37.92820916,22.50064927,21.44816188,14.535638248000001,0.47256765959999997,277000000,4849.48716,96.94117852,1.463021867,10542.07521,8900000,404850,7135884,305460000,7.978259036,63909.96358,40477.58,90.65540314,287.2930116,40.151061289999994,1.699093285,21635852353,19.94865698,0.798251925,3623046,0.185091996,1.234433137,0.61993819
Caribbean small states,2014,89.69295327,94.91658027,3053.974642,3.1147737758000003,37.928209163999995,22.50064927,21.44816188,14.535638248000001,0.47256765959999997,268000000,4800.682472,96.90434258,2.137928647,10711.77866,8900000,404850,7181044,305460000,7.346029542,63881.99167,40085.4586,90.66783905,280.3539979,40.15106129,-0.335273303,21645645279,19.75455025,0.800459061,3652047,0.185091996,4.003548822,3.326796033
Caribbean small states,2015,89.80246623,95.75689799,2708.247737,4.0151017719999995,14.79788323,43.93691778,24.95525191,18.95864726,0.16565645,294000000,573.5857100599999,0,0.264186286,10447.67995,8900000,404850,7224602,246640000,7.465131222,63003.23658,39284.4,90.78756714,85.95403129399999,66.91066681,0.036161797,18318730417,19.51828017,0.803357679,3681386,0.185091996,3.880372176,0.821569648
Caribbean small states,2016,89.98792016,96.69418607,1667.4801321999998,0,13.61118578,33.269073230000004,21.917379926000002,31.202361059999998,0,0,1608.329646,80.25494052,-1.772659192,9769.469641,80200000,404850,7265272,305340000,7.766813288,60100.00886,37223.056,75.64215927,132.5938636,64.47143428999999,-2.086324059,16749832537,19.5643501,0.785845331,3710316,0.260232008,4.061041068,1.005583646
Caribbean small states,2017,90.03692277,97.22818615,1606.156475,10.67905647,16.73508825,27.547022134000002,13.64776587,31.39106728,0,0,1656.608796,75.29812169,-0.535187037,10061.08661,80200000,404850,7303634,265372000,8.222400124,59732.82215,36313.3,75.64215927,169.74431153999998,69.61714588,-0.023433896,18024595620,19.37791223,0.779394531,3739234,0.260232008,2.588704537,0.122695137
Caribbean small states,2018,89.98551754,97.55430623,1533.58697,23.09494314,20.86583383,17.8342284,6.730446458,31.47454818,0,0,1696.177615,68.48188761,1.275835929,10339.10078,80200000,404850,7374650,222472000,7.632967742,61603.80324,37801.5,75.64215927,200.7460134,72.40371971600001,0.109753054,19398276272,19.69792266,1.142346267,3781949,0.260232008,3.715968301,0.341474794
Caribbean small states,2019,89.9344709,98.02995092,1457.400684,34.18845659,25.504419761999998,8.79763894,0,31.50948471,0,0,1732.663214,61.354569219999995,0.826853047,10409.71638,80200000,404850,7424102,251480000,6.742072662,62034.46513,37614.99,75.64215927,233.5145865,74.49558023799999,-0.898799279,18839154257,19.33489634,0.924840605,3816926,0.260232008,5.198201675,1.135114365
Caribbean small states,2020,89.81045918,98.65530332,1457.400684,34.18845659,25.504419761999998,8.79763894,0,31.50948471,0,0,1732.663214,61.354569219999995,-9.177423616,8864.60437,80200000,404850,7444768,313140000,7.360122207,56857.87952,32776.99,75.64215927,233.5145865,74.49558023799999,1.980010936,16046004301,19.21955434,0.652357421,3841826,0.260232008,5.690514831,0.289578867
Central Europe and the Baltics,2000,100,97.92606814,3341.726801,59.4213238,9.345138681,6.775633045,19.15329391,3.184183733,0.213790806,905000000,2376.471067,84.74255216,3.956984595,3952.068244,8900000,1104969,108447824,1332860000,9.941113637,890603.2428,710574.87,98.6265564,146.8524292,69.38114058,3.071773399,1.23814E+11,31.23685657,-0.608882079,66669587,0.745308051,5.497743835,0.237738691
Central Europe and the Baltics,2001,100,98.02754914,3430.725054,57.93218079,9.200023745,6.936491411,19.99963469,3.811748267,0.296126835,1297000000,2456.952678,84.67572611,3.080231294,4352.734622,8900000,1104969,107660041,331920000,9.883865735,900926.7418,722553,98.67108917,146.1610717,68.68042047,3.080587969,1.34196E+11,31.29568262,-0.695305042,66206030,0.749686705,4.614827601,0.250036337
Central Europe and the Baltics,2002,100,98.12439946,3454.635941,56.16536544,9.17739177,7.785358817,21.78643851,2.932410302,0.30462771,1343000000,2484.393209,83.91131137,3.614847612,4937.126616,8900000,1103299,106959751,2070496000,10.15476728,882401.2481,707700.2,98.71949768,141.6176891,66.88313456,3.428300018,1.4902E+11,31.51343461,-0.553031197,65839890,0.738696168,5.014797696,0.519924742
Central Europe and the Baltics,2003,100,98.19392386,3588.323461,57.63815388,7.468631834,8.065911576,21.4375118,2.924255267,0.34716885,1581000000,2570.983706,83.95075142,4.08688011,5949.802829,8900000,1103361,106624167,743152000,10.27324891,913377.0901,736222.1,98.74887085,140.4495442,68.62832072,5.335981117,1.80215E+11,31.31743286,-0.238616741,65682785,0.73074884,3.217896866,1.139780759
Central Europe and the Baltics,2004,100,98.25504793,3676.626455,56.04990614,9.398585877,8.300061125,21.28337517,2.132022387,0.621659232,2868000000,2579.474482,83.26790699,5.840104148,7176.511344,8900000,1103471,106331716,2199146000,10.79038964,914198.9462,735101.1,98.78723145,132.5646251,66.48198966,7.40707989,2.23289E+11,31.93947094,-0.199773807,65551568,0.734090524,5.640733769,1.071307189
Central Europe and the Baltics,2005,100,98.32062475,3739.653466,55.25787193,10.3679404,8.537153881,20.7779876,1.911777659,0.953633108,4439000000,2617.576469,83.18497664,5.019080341,8355.864587,8900000,1103321,106041911,2457220000,11.29141309,915149.4922,735068,98.82566833,127.7981353,65.70680347,5.890284533,2.5997E+11,31.92561158,-0.184364774,65430714,0.735152633,8.433473089,3.459764919
Central Europe and the Baltics,2006,100,98.40666085,3888.525599,56.08717187,9.502913808,9.007829872,20.41098922,1.822052206,1.125056643,5338000000,2690.908886,83.39174072,6.586829719,9469.081319,8900000,1103291,105772481,1511676000,11.08469853,933957.7576,753388.1,98.8245163,122.9366534,66.91705394,10.2947086,2.99093E+11,32.29173046,-0.155138151,65329206,0.751662838,8.150028987,3.67998394
Central Europe and the Baltics,2007,100,98.52985228,3984.588999,56.83408594,8.193397987,9.389399714,19.71945846,1.781109672,1.504173952,7175000000,2696.754909,83.06888313,6.424907701,12008.2924,8900000,1103181,105378748,2350290000,11.37731317,941654.7277,758838.8,98.85414886,115.365632,68.00459533,7.317113138,3.78819E+11,32.95086982,-0.246511491,65168162,0.755673756,12.12190791,7.161744079
Central Europe and the Baltics,2008,100,98.65500521,4048.765487,55.19768608,8.802549864,8.891238951,21.32540679,1.574073294,2.068920479,9821000000,2706.449045,81.70598525,3.934401006,14576.26388,8900000,1103162.2,105001883,6667802000,12.18365836,921293.6104,740343.6,98.90093231,110.7306247,65.66299832,5.745179738,4.59585E+11,33.54505543,-0.224385644,65021934,0.781288955,9.053813256,5.994178811
Central Europe and the Baltics,2009,100,98.85338889,3840.536028,53.86489836,9.800293738,7.666947467,22.12161441,1.835198229,2.898563509,13144000000,2527.351474,79.88391258,-3.501903418,12306.25967,8900000,1104161.8,104800475,4228500000,13.76515799,855443.8041,684780.6,99.13604736,106.817607,63.36704406,-6.327051292,3.8202E+11,32.07212623,-0.092679495,64961672,0.8253548,2.37563986,0.918325986
Central Europe and the Baltics,2010,100,98.96421534,4017.412247,53.24382119,11.46370243,8.257793264,19.35259889,1.389539688,3.759680346,17652000000,2634.983932,80.25491985,1.43607522,12606.59116,8900000,1104143.2,104421447,4354182000,14.56117034,881635.8753,708417.9,99.17223358,109.6307277,62.89115414,4.376363309,3.93644E+11,30.96972307,-0.297339945,64768515,0.871369011,1.606364188,-0.431722482
Central Europe and the Baltics,2011,100,99.0760818,4096.894084,55.0559676,7.958415073,8.516307712,19.650032,1.108651637,5.23441352,24948000000,2637.759995,80.09576321,3.513825818,13962.77109,8900000,1104209,104174038,9893542000,14.76326393,881743.4516,709498.9,99.20523834,105.695586,64.68092695,5.381733766,4.46193E+11,31.16802959,-0.176025342,64654506,0.954861384,3.422936624,1.22870491
Central Europe and the Baltics,2012,100,99.19475948,4093.459357,53.07206166,7.879824196,8.414282584,20.27655214,1.011776129,7.087803264,32995000000,2566.107153,78.56672776,0.824954251,13074.23824,8900000,1104048.7,103935318,9185240000,15.69728773,852670.1112,682324.9,99.22561646,101.6858728,62.49812037,-2.541978398,4.04124E+11,30.85800311,-0.200470173,64524893,1.053543729,2.876299292,0.95605283
Central Europe and the Baltics,2013,100,99.30547491,4075.34293,51.1579079,9.911898546,7.400565212,20.03117071,0.804273362,8.035188846,37275000000,2511.709559,77.70767866,0.663326231,13665.7266,8900000,1105114,103713726,7900442000,16.66788554,824725.1844,655837.7,99.23651123,98.6721158,59.36274647,-2.216391237,4.0438E+11,30.70486475,-0.189034021,64402919,1.062191703,1.098807829,0.282643003
Central Europe and the Baltics,2014,100,99.41363699,4115.630201,49.61770225,10.6711593,6.198200217,20.54993138,0.678204181,9.82835919,45620000000,2470.544318,76.24536377,3.213462541,14141.10062,8900000,1105841,103496179,7235500000,17.08006189,804370.5081,635436.5,99.25499725,93.80459291,56.49410665,6.296615465,4.30478E+11,30.86267477,-0.182707557,64285250,1.088684968,3.661435466,1.797399149
Central Europe and the Baltics,2015,100,99.52488372,3551.8626601999995,50.34462137,9.133111617,7.101308357,13.65341674,0.854239359,11.11973979,51691000000,801.2295449,79.36373837,4.02675516,12525.6327,8900000,1105835.6,103257886,4162534000,17.14503437,815574.4015,644756,99.27243805,71.71036837,58.30016908,5.283975962,3.83472E+11,30.8127045,-0.186829794,64165146,1.140636775,1.777576254,0.249502376
Central Europe and the Baltics,2016,100,99.64359654,720.1087679,1.99591978,18.20220797,46.675525828000005,0,11.360664370799999,3.3427361077999995,4253600000,2026.5012644800001,68.02103703,2.750003798,12782.22224,80200000,1105825,102994278,1730312000,16.87223034,827497.5948,656753.9,99.29685211,181.9915999,60.032109977999994,1.855070706,3.83847E+11,31.4923787,-0.184969578,64046460,1.023055774,8.740927186,6.852161686
Central Europe and the Baltics,2017,100,99.86672278,720.1087679,1.99591978,18.20220797,46.675525828000005,0,11.360664370799999,3.3427361077999995,4253600000,2026.5012644800001,68.02103703,5.104181611,14222.45429,80200000,1105100.1,102740078,2104348000,16.46702112,854586.8033,684083.3,99.31336975,181.9915999,60.032109977999994,3.608506945,4.11539E+11,31.73529422,-0.144190639,63954111,1.083383632,2.00131501,0.18105172
Central Europe and the Baltics,2018,100,99.87722942,720.1087679,1.99591978,18.20220797,46.675525828000005,0,11.360664370799999,3.3427361077999995,4253600000,2026.5012644800001,68.02103703,4.939312739,16077.02395,80200000,1105067.4,102538451,6667802000,18.13720292,846868.4863,678446.5,99.32743073,181.9915999,60.032109977999994,4.365420431,4.60112E+11,31.84016502,-0.059628692,63915976,1.193486831,-1.190318954,-3.325165571
Central Europe and the Baltics,2019,100,99.94516097,720.1087679,1.99591978,18.20220797,46.675525828000005,0,11.360664370799999,3.3427361077999995,4253600000,2026.5012644800001,68.02103703,3.939550679,16349.00536,80200000,1104992.9,102398537,6667802000,18.87826813,810529.919,643612.1,99.34319305,181.9915999,60.032109977999994,2.725713974,4.61929E+11,31.88385738,0.030923411,63935741,1.245845605,9.104030205,6.95271702
Central Europe and the Baltics,2020,100,99.97873987,720.1087679,1.99591978,18.20220797,46.675525828000005,0,11.360664370799999,3.3427361077999995,4253600000,2026.5012644800001,68.02103703,-3.392104438,16298.26706,80200000,1105004.93,102180124,6667802000,19.68565324,762596.5064,598490.02,99.35739899,181.9915999,60.032109977999994,-5.942988709,4.5158E+11,31.69840671,-0.016217846,63925372,1.312740552,12.73796317,10.78447292
Early-demographic dividend,2000,34.18692255,67.5666111,723.4467226,33.18008664,18.88780301,25.64854478,2.102210986,16.44470399,1.384571077,30499000000,698.3869549,75.21748328,4.404004575,1354.97962,8900000,33187094,2499206970,7273188000,30.41346183,7204625.061,3867900.42,68.23738861,128.0141593,75.27333541,5.117574975,1.09853E+12,17.48071641,2.779264368,957507719,0.61131842,1.514641091,0.219045808
Early-demographic dividend,2001,35.09927262,68.32181294,730.023195,33.65015419,17.9346337,27.25824128,2.121919027,15.63199768,1.420898876,32323000000,699.5328878,75.58610673,1.048583703,1318.622535,8900000,33187040,2545843129,11109876000,30.30003683,7311041.21,3962589.65,68.66362762,128.450962,76.54039316,-0.487799038,1.07368E+12,17.72389599,2.723785666,983588177,0.625967428,1.785747417,0.12472078
Early-demographic dividend,2002,36.20385368,69.20917299,751.1040575,33.55042208,17.46801812,28.83043392,2.053703751,14.79393041,1.417164835,33598000000,707.84183,75.8525551,1.817550615,1259.776023,8900000,33187040,2591204247,11109876000,29.58879419,7437594.963,4084583.54,69.35585785,128.9851353,77.17478641,1.507138344,1.07696E+12,17.89524671,2.714498977,1010287668,0.645987158,1.448186915,0.040714259
